10 - Detailed Results,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,VALID VOTES POLLED,,,,
STATE/UT NAME,AC NO.,AC NAME,CANDIDATE NAME,SEX,AGE,CATEGORY,PARTY,SYMBOL,GENERAL,POSTAL,TOTAL,% VOTES POLLED,TOTAL ELECTORS
Punjab,114,Sanour,4 BIKRAMJIT INDER SINGH CHAHAL,MALE,42,GENERAL,PLCP,HOCKEY AND BALL,9195,28,9223,5.59,223614
Punjab,114,Sanour,5 VIKRAMJEET SINGH,MALE,31,GENERAL,SAD(M),BUCKET,4931,4,4935,2.99,223614
Punjab,114,Sanour,6 BUTA SINGH,MALE,63,GENERAL,IND,Cot,1615,5,1620,0.98,223614
Punjab,114,Sanour,7 NOTA,,,,NOTA,NOTA,1613,4,1617,0.98,223614
Punjab,114,Sanour,8 NAVJOT SINGH,MALE,26,GENERAL,JJJKP,Ganna Kisan,976,7,983,0.6,223614
Punjab,114,Sanour,9 JATINDER,MALE,51,GENERAL,IND,Bat,726,1,727,0.44,223614
Punjab,114,Sanour,10 MOHAN LAL GHARAM WALE,MALE,56,GENERAL,IND,Football,469,0,469,0.28,223614
Punjab,114,Sanour,11 JAGDEV SINGH,MALE,67,GENERAL,IND,Tiller,348,0,348,0.21,223614
Punjab,114,Sanour,12 HARMEET SINGH MURADMAJRA,MALE,41,GENERAL,IND,Battery torch,338,0,338,0.2,223614
Punjab,114,Sanour,13 GURPREET SINGH,MALE,41,GENERAL,IND,Lady Finger,326,0,326,0.2,223614
Punjab,114,Sanour,14 SURINDER SINGH,MALE,35,GENERAL,IND,CCTV Camera,213,0,213,0.13,223614
Punjab,114,Sanour,15 AJAY KUMAR,MALE,46,GENERAL,IND,Stumps,135,1,136,0.08,223614
TURN OUT,,,,,,TOTAL:,,,164588,419,165007,73.79,
Punjab,115,Patiala,1 Ajit Pal Singh Kohli,MALE,43,GENERAL,AAAP,Broom,47704,400,48104,46.49,161609
Punjab,115,Patiala,2 Amarinder Singh,MALE,79,GENERAL,PLCP,HOCKEY AND BALL,28007,224,28231,27.28,161609
Punjab,115,Patiala,3 Harpal Juneja,MALE,47,GENERAL,SAD,Scales,11725,110,11835,11.44,161609
Punjab,115,Patiala,4 Vishnu Sharma,MALE,72,GENERAL,INC,Hand,9795,76,9871,9.54,161609
Punjab,115,Patiala,5 Naunihal Singh,MALE,57,GENERAL,SAD(M),BUCKET,2172,19,2191,2.12,161609
Punjab,115,Patiala,6 NOTA,,,,NOTA,NOTA,741,13,754,0.73,161609
Punjab,115,Patiala,7 Jagdish Kumar,MALE,60,SC,IND,Bat,571,1,572,0.55,161609
Punjab,115,Patiala,8 Malwinder Singh,MALE,44,GENERAL,IND,Truck,352,0,352,0.34,161609
Punjab,115,Patiala,9 Ravinder Singh,MALE,30,SC,IND,Scissors,287,0,287,0.28,161609
Punjab,115,Patiala,10 Makhan Singh,MALE,49,GENERAL,IND,Cot,277,6,283,0.27,161609
Punjab,115,Patiala,11 Davinder Singh,MALE,43,GENERAL,IND,DIAMOND,193,0,193,0.19,161609
Punjab,115,Patiala,12 Pankaj Mohindru,MALE,48,GENERAL,IND,COMPUTER,188,1,189,0.18,161609
Punjab,115,Patiala,13 Jyoti Tiwari,FEMALE,29,GENERAL,IND,Auto- Rickshaw,140,0,140,0.14,161609
Punjab,115,Patiala,14 Sonu,MALE,40,GENERAL,IND,Gas Cylinder,104,0,104,0.1,161609
Punjab,115,Patiala,15 Jasbir Singh,MALE,59,GENERAL,IND,Almirah,99,1,100,0.1,161609
Punjab,115,Patiala,16 Yogesh Kumar,MALE,50,GENERAL,JNASRP,Apple,94,1,95,0.09,161609
Punjab,115,Patiala,17 Gurmukh Singh,MALE,39,GENERAL,IND,Pen Nib with Seven Rays,88,0,88,0.09,161609
Punjab,115,Patiala,18 Paramjit Singh,MALE,46,GENERAL,LIP,Letter Box,79,0,79,0.08,161609
TURN OUT,,,,,,TOTAL:,,,102616,852,103468,64.02,
Punjab,116,Samana,1 CHETAN SINGH JOURAMAJRA,MALE,55,GENERAL,AAAP,Broom,74066,309,74375,50.14,193141
Punjab,116,Samana,2 SURJIT SINGH RAKHRA,MALE,71,GENERAL,SAD,Scales,34596,66,34662,23.37,193141
Punjab,116,Samana,3 RAJINDER SINGH,MALE,61,GENERAL,INC,Hand,23538,38,23576,15.89,193141
Punjab,116,Samana,4 SURINDER SINGH KHERKI,MALE,54,GENERAL,PLCP,HOCKEY AND BALL,5055,29,5084,3.43,193141
Punjab,116,Samana,5 HARDEEP SINGH,MALE,61,GENERAL,SAD(M),SHIP,3822,11,3833,2.58,193141
Punjab,116,Samana,6 RACHHPAL SINGH JOURAMAJRA,MALE,59,GENERAL,SNYKSNGRHP,Cup & Saucer,1475,9,1484,1,193141
Punjab,116,Samana,7 RAJU RAM,MALE,33,GENERAL,IND,Tongs,1174,0,1174,0.79,193141
Punjab,116,Samana,8 LOVEPREET SINGH,MALE,26,GENERAL,IND,Bat,1109,0,1109,0.75,193141
Punjab,116,Samana,9 NOTA,,,,NOTA,NOTA,1102,5,1107,0.75,193141
Punjab,116,Samana,10 ASHWANI KUMAR,MALE,43,GENERAL,IND,Mike,429,0,429,0.29,193141
Punjab,116,Samana,11 AJAIB SINGH BATHOI,MALE,47,SC,SP,Bicycle,409,0,409,0.28,193141
Punjab,116,Samana,12 JAGANDEEP KAUR,FEMALE,36,GENERAL,PKD,Hand Cart,370,4,374,0.25,193141
Punjab,116,Samana,13 PARAMJIT SINGH SAHOLI,MALE,54,GENERAL,IND,Scissors,277,0,277,0.19,193141
Punjab,116,Samana,14 POONAM RANI,FEMALE,49,GENERAL,IND,BELT,247,0,247,0.17,193141
Punjab,116,Samana,15 PARVEEN KUMAR,MALE,42,GENERAL,IND,Cot,195,0,195,0.13,193141
TURN OUT,,,,,,TOTAL:,,,147864,471,148335,76.8,
Punjab,117,Shutrana,1 Kulwant Singh Bazigar,MALE,48,SC,AAAP,Broom,81426,325,81751,59.35,182335
Punjab,117,Shutrana,2 Vaninder Kaur Loomba,FEMALE,54,SC,SAD,Scales,30131,66,30197,21.92,182335
Punjab,117,Shutrana,3 Darbara Singh,MALE,56,SC,INC,Hand,11315,38,11353,8.24,182335
Punjab,117,Shutrana,4 Gurjit Singh,MALE,32,SC,SAD(M),BUCKET,5975,8,5983,4.34,182335
Punjab,117,Shutrana,5 Naryan Singh,MALE,57,SC,PLCP,HOCKEY AND BALL,3566,15,3581,2.6,182335
Punjab,117,Shutrana,6 NOTA,,,,NOTA,NOTA,1533,3,1536,1.12,182335
Punjab,117,Shutrana,7 Amarjit Singh,MALE,66,SC,IND,Cot,1513,6,1519,1.1,182335
Punjab,117,Shutrana,8 Sukhwinder Singh,MALE,40,SC,SP,Bicycle,920,5,925,0.67,182335
Punjab,117,Shutrana,9 Gurdhian Singh,MALE,44,SC,IND,Air Conditioner,478,5,483,0.35,182335
Punjab,117,Shutrana,10 Narinder,MALE,47,SC,IND,Auto- Rickshaw,410,1,411,0.3,182335
TURN OUT,,,,,,TOTAL:,,,137267,472,137739,75.54,
GRAND TOTAL:,,,,,,,,,15466790,96942,15563732,,
,,,,,,,,,,,,,
Disclaimer,,,,,,,,,,,,,
"This report is based on Index Cards data made available by concerned Returning Officers on the basis of Statutory data maintained in the forms. In case of any dispute, the data maintained in the Statutory Forms by the concerned Returning Officers shall prevail.",,,,,,,,,,,,,
